prediction_model,experiment,seed,dgp_copula,true_k_tau,assumed_copula,assumed_k_tau,tau_abs_error,alpha_c_mult,alpha_c_used,censoring_rate,ibs_true,ibs_ipcw,ibs_dep_bguw,bias_ipcw,bias_dep_bguw,err_ipcw,err_dep_bguw
oracle_fixed_per_seed,family,0,clayton,0.0,frank,0.0,0.0,0.9830508474576272,18.677966101694917,0.5006999999999999,0.07015034619301057,0.09883289875499619,0.09928136982972655,0.028682552561985625,0.029131023636715977,0.028682552561985625,0.029131023636715977
oracle_fixed_per_seed,family,0,clayton,0.25,frank,0.25,0.0,0.9830508474576272,18.677966101694917,0.5041,0.07015034619301057,0.12304888135826945,0.09479581339240865,0.052898535165258886,0.024645467199398086,0.052898535165258886,0.024645467199398086
oracle_fixed_per_seed,family,0,clayton,0.5,frank,0.5,0.0,0.9830508474576272,18.677966101694917,0.5205,0.07015034619301057,0.13560524670134436,0.1040308634425753,0.06545490050833379,0.03388051724956473,0.06545490050833379,0.03388051724956473
oracle_fixed_per_seed,dep_clayton,0,clayton,0.5,clayton,0.0,0.5,0.9830508474576272,18.677966101694917,0.5205,0.07015034619301057,0.13560524670134436,0.11101797318714639,0.06545490050833379,0.04086762699413582,0.06545490050833379,0.04086762699413582
oracle_fixed_per_seed,dep_clayton,0,clayton,0.5,clayton,0.25,0.25,0.9830508474576272,18.677966101694917,0.5205,0.07015034619301057,0.13560524670134436,0.09632733607366575,0.06545490050833379,0.026176989880655185,0.06545490050833379,0.026176989880655185
oracle_fixed_per_seed,dep_clayton,0,clayton,0.5,clayton,0.5,0.0,0.9830508474576272,18.677966101694917,0.5205,0.07015034619301057,0.13560524670134436,0.09142727701567123,0.06545490050833379,0.02127693082266066,0.06545490050833379,0.02127693082266066
oracle_fixed_per_seed,dep_clayton,0,clayton,0.5,clayton,0.8,0.30000000000000004,0.9830508474576272,18.677966101694917,0.5205,0.07015034619301057,0.13560524670134436,0.08881725972102551,0.06545490050833379,0.018666913528014945,0.06545490050833379,0.018666913528014945
oracle_fixed_per_seed,family,0,clayton,0.8,frank,0.8,0.0,0.9830508474576272,18.677966101694917,0.5026999999999999,0.07015034619301057,0.13552314005795363,0.09644106411658465,0.06537279386494306,0.026290717923574083,0.06537279386494306,0.026290717923574083
oracle_fixed_per_seed,family,0,frank,0.0,clayton,0.0,0.0,0.9830508474576272,18.677966101694917,0.49450000000000005,0.07015034619301057,0.10093000973221147,0.09468604296668,0.030779663539200905,0.02453569677366943,0.030779663539200905,0.02453569677366943
oracle_fixed_per_seed,family,0,frank,0.25,clayton,0.25,0.0,0.9830508474576272,18.677966101694917,0.49629999999999996,0.07015034619301057,0.11735622834088633,0.09342840355996596,0.04720588214787576,0.023278057366955388,0.04720588214787576,0.023278057366955388
oracle_fixed_per_seed,family,0,frank,0.5,clayton,0.5,0.0,0.9830508474576272,18.677966101694917,0.4877,0.07015034619301057,0.10739640064403157,0.08891486307105904,0.037246054451021,0.018764516878048476,0.037246054451021,0.018764516878048476
oracle_fixed_per_seed,dep_frank,0,frank,0.5,frank,0.0,0.5,0.9830508474576272,18.677966101694917,0.4877,0.07015034619301057,0.10739640064403157,0.10117684457866301,0.037246054451021,0.03102649838565244,0.037246054451021,0.03102649838565244
oracle_fixed_per_seed,dep_frank,0,frank,0.5,frank,0.25,0.25,0.9830508474576272,18.677966101694917,0.4877,0.07015034619301057,0.10739640064403157,0.0983515702927465,0.037246054451021,0.02820122409973594,0.037246054451021,0.02820122409973594
oracle_fixed_per_seed,dep_frank,0,frank,0.5,frank,0.5,0.0,0.9830508474576272,18.677966101694917,0.4877,0.07015034619301057,0.10739640064403157,0.09682308038699503,0.037246054451021,0.026672734193984457,0.037246054451021,0.026672734193984457
oracle_fixed_per_seed,dep_frank,0,frank,0.5,frank,0.8,0.30000000000000004,0.9830508474576272,18.677966101694917,0.4877,0.07015034619301057,0.10739640064403157,0.09289911759751283,0.037246054451021,0.022748771404502266,0.037246054451021,0.022748771404502266
oracle_fixed_per_seed,family,0,frank,0.8,clayton,0.8,0.0,0.9830508474576272,18.677966101694917,0.48029999999999995,0.07015034619301057,0.10833264926102211,0.08750122649339681,0.03818230306801154,0.017350880300386243,0.03818230306801154,0.017350880300386243
oracle_fixed_per_seed,gaussian,0,gaussian,0.0,clayton,0.0,0.0,0.9830508474576272,18.677966101694917,0.5033000000000001,0.07015034619301057,0.0933902733305004,0.0938454823659893,0.023239927137489833,0.023695136172978734,0.023239927137489833,0.023695136172978734
oracle_fixed_per_seed,gaussian,0,gaussian,0.0,frank,0.0,0.0,0.9830508474576272,18.677966101694917,0.5033000000000001,0.07015034619301057,0.0933902733305004,0.09384548438153914,0.023239927137489833,0.023695138188528572,0.023239927137489833,0.023695138188528572
oracle_fixed_per_seed,gaussian,0,gaussian,0.25,clayton,0.25,0.0,0.9830508474576272,18.677966101694917,0.4988,0.07015034619301057,0.10181443565982043,0.09253695673424882,0.03166408946680986,0.02238661054123825,0.03166408946680986,0.02238661054123825
oracle_fixed_per_seed,gaussian,0,gaussian,0.25,frank,0.25,0.0,0.9830508474576272,18.677966101694917,0.4988,0.07015034619301057,0.10181443565982043,0.09944348562037936,0.03166408946680986,0.02929313942736879,0.03166408946680986,0.02929313942736879
oracle_fixed_per_seed,gaussian,0,gaussian,0.5,clayton,0.5,0.0,0.9830508474576272,18.677966101694917,0.497,0.07015034619301057,0.1276461644035996,0.0866271931218983,0.057495818210589036,0.016476846928887734,0.057495818210589036,0.016476846928887734
oracle_fixed_per_seed,gaussian,0,gaussian,0.5,frank,0.5,0.0,0.9830508474576272,18.677966101694917,0.497,0.07015034619301057,0.1276461644035996,0.09439469112090976,0.057495818210589036,0.02424434492789919,0.057495818210589036,0.02424434492789919
oracle_fixed_per_seed,gaussian,0,gaussian,0.8,clayton,0.8,0.0,0.9830508474576272,18.677966101694917,0.4788,0.07015034619301057,0.14275349067073287,0.08527502003528833,0.0726031444777223,0.015124673842277767,0.0726031444777223,0.015124673842277767
oracle_fixed_per_seed,gaussian,0,gaussian,0.8,frank,0.8,0.0,0.9830508474576272,18.677966101694917,0.4788,0.07015034619301057,0.14275349067073287,0.09546593002063695,0.0726031444777223,0.025315583827626387,0.0726031444777223,0.025315583827626387
oracle_fixed_per_seed,family,1,clayton,0.0,frank,0.0,0.0,1.1355932203389831,21.576271186440678,0.5052,0.07923602526946576,0.09406024920976461,0.09884702756144098,0.01482422394029885,0.019611002291975224,0.01482422394029885,0.019611002291975224
oracle_fixed_per_seed,family,1,clayton,0.25,frank,0.25,0.0,1.1355932203389831,21.576271186440678,0.5123,0.07923602526946576,0.11380881633004873,0.10101846817393946,0.034572791060582975,0.021782442904473703,0.034572791060582975,0.021782442904473703
oracle_fixed_per_seed,family,1,clayton,0.5,frank,0.5,0.0,1.1610169491525424,22.059322033898304,0.48540000000000005,0.07923602526946576,0.11349198703271521,0.10613556187926372,0.03425596176324945,0.026899536609797964,0.03425596176324945,0.026899536609797964
oracle_fixed_per_seed,dep_clayton,1,clayton,0.5,clayton,0.0,0.5,1.1610169491525424,22.059322033898304,0.48540000000000005,0.07923602526946576,0.11349198703271521,0.11133886782202429,0.03425596176324945,0.03210284255255853,0.03425596176324945,0.03210284255255853
oracle_fixed_per_seed,dep_clayton,1,clayton,0.5,clayton,0.25,0.25,1.1610169491525424,22.059322033898304,0.48540000000000005,0.07923602526946576,0.11349198703271521,0.1020912596225655,0.03425596176324945,0.022855234353099746,0.03425596176324945,0.022855234353099746
oracle_fixed_per_seed,dep_clayton,1,clayton,0.5,clayton,0.5,0.0,1.1610169491525424,22.059322033898304,0.48540000000000005,0.07923602526946576,0.11349198703271521,0.09734599463775112,0.03425596176324945,0.018109969368285364,0.03425596176324945,0.018109969368285364
oracle_fixed_per_seed,dep_clayton,1,clayton,0.5,clayton,0.8,0.30000000000000004,1.1610169491525424,22.059322033898304,0.48540000000000005,0.07923602526946576,0.11349198703271521,0.09533882812405822,0.03425596176324945,0.016102802854592466,0.03425596176324945,0.016102802854592466
oracle_fixed_per_seed,family,1,clayton,0.8,frank,0.8,0.0,1.1355932203389831,21.576271186440678,0.5052,0.07923602526946576,0.12336982428751185,0.10146998844325353,0.044133799018046094,0.02223396317378777,0.044133799018046094,0.02223396317378777
oracle_fixed_per_seed,family,1,frank,0.0,clayton,0.0,0.0,1.1355932203389831,21.576271186440678,0.5105999999999999,0.07923602526946576,0.10230790522236495,0.10043809789096801,0.023071879952899194,0.021202072621502255,0.023071879952899194,0.021202072621502255
oracle_fixed_per_seed,family,1,frank,0.25,clayton,0.25,0.0,1.1355932203389831,21.576271186440678,0.5009,0.07923602526946576,0.10488974368315035,0.09319104507025104,0.025653718413684592,0.013955019800785284,0.025653718413684592,0.013955019800785284
oracle_fixed_per_seed,family,1,frank,0.5,clayton,0.5,0.0,1.1355932203389831,21.576271186440678,0.5025999999999999,0.07923602526946576,0.1078934224749481,0.08973898683249447,0.02865739720548234,0.010502961563028712,0.02865739720548234,0.010502961563028712
oracle_fixed_per_seed,dep_frank,1,frank,0.5,frank,0.0,0.5,1.1355932203389831,21.576271186440678,0.5025999999999999,0.07923602526946576,0.1078934224749481,0.10217232784801161,0.02865739720548234,0.022936302578545856,0.02865739720548234,0.022936302578545856
oracle_fixed_per_seed,dep_frank,1,frank,0.5,frank,0.25,0.25,1.1355932203389831,21.576271186440678,0.5025999999999999,0.07923602526946576,0.1078934224749481,0.09940077934831411,0.02865739720548234,0.02016475407884835,0.02865739720548234,0.02016475407884835
oracle_fixed_per_seed,dep_frank,1,frank,0.5,frank,0.5,0.0,1.1355932203389831,21.576271186440678,0.5025999999999999,0.07923602526946576,0.1078934224749481,0.0972508284362537,0.02865739720548234,0.01801480316678794,0.02865739720548234,0.01801480316678794
oracle_fixed_per_seed,dep_frank,1,frank,0.5,frank,0.8,0.30000000000000004,1.1355932203389831,21.576271186440678,0.5025999999999999,0.07923602526946576,0.1078934224749481,0.09383531833699785,0.02865739720548234,0.01459929306753209,0.02865739720548234,0.01459929306753209
oracle_fixed_per_seed,family,1,frank,0.8,clayton,0.8,0.0,1.1355932203389831,21.576271186440678,0.4878,0.07923602526946576,0.1139470582543816,0.08825094739278862,0.034711032984915846,0.00901492212332286,0.034711032984915846,0.00901492212332286
oracle_fixed_per_seed,gaussian,1,gaussian,0.0,clayton,0.0,0.0,1.1355932203389831,21.576271186440678,0.5018,0.07923602526946576,0.09635524036588579,0.1010451212547502,0.017119215096420032,0.021809095985284438,0.017119215096420032,0.021809095985284438
oracle_fixed_per_seed,gaussian,1,gaussian,0.0,frank,0.0,0.0,1.1355932203389831,21.576271186440678,0.5018,0.07923602526946576,0.09635524036588579,0.1010451254834494,0.017119215096420032,0.021809100213983648,0.017119215096420032,0.021809100213983648
oracle_fixed_per_seed,gaussian,1,gaussian,0.25,clayton,0.25,0.0,1.1355932203389831,21.576271186440678,0.5045,0.07923602526946576,0.09662760732256898,0.09317627369311766,0.01739158205310322,0.013940248423651908,0.01739158205310322,0.013940248423651908
oracle_fixed_per_seed,gaussian,1,gaussian,0.25,frank,0.25,0.0,1.1355932203389831,21.576271186440678,0.5045,0.07923602526946576,0.09662760732256898,0.09930625773025402,0.01739158205310322,0.020070232460788262,0.01739158205310322,0.020070232460788262
oracle_fixed_per_seed,gaussian,1,gaussian,0.5,clayton,0.5,0.0,1.1355932203389831,21.576271186440678,0.5055000000000001,0.07923602526946576,0.11840005395819617,0.09119030673241207,0.03916402868873041,0.011954281462946317,0.03916402868873041,0.011954281462946317
oracle_fixed_per_seed,gaussian,1,gaussian,0.5,frank,0.5,0.0,1.1355932203389831,21.576271186440678,0.5055000000000001,0.07923602526946576,0.11840005395819617,0.10056062690450816,0.03916402868873041,0.021324601635042406,0.03916402868873041,0.021324601635042406
oracle_fixed_per_seed,gaussian,1,gaussian,0.8,clayton,0.8,0.0,1.1355932203389831,21.576271186440678,0.47909999999999997,0.07923602526946576,0.11787323323067202,0.09226019261385468,0.03863720796120626,0.013024167344388923,0.03863720796120626,0.013024167344388923
oracle_fixed_per_seed,gaussian,1,gaussian,0.8,frank,0.8,0.0,1.1355932203389831,21.576271186440678,0.47909999999999997,0.07923602526946576,0.11787323323067202,0.09933430622571576,0.03863720796120626,0.020098280956250006,0.03863720796120626,0.020098280956250006
oracle_fixed_per_seed,family,2,clayton,0.0,frank,0.0,0.0,0.5254237288135594,9.983050847457628,0.5163,0.07383382475577097,0.09698852319970006,0.10493488708592823,0.02315469844392909,0.03110106233015726,0.02315469844392909,0.03110106233015726
