prediction_model,seed,copula_name,k_tau,alpha_c_mult,alpha_c_used,censoring_rate,ibs_true,ibs_ipcw,ibs_dep_bguw,ibs_dep_cgq,bias_ipcw,bias_dep_bguw,bias_dep_cgq,err_ipcw,err_dep_bguw,err_dep_cgq,delta_err_cgq_minus_bguw
oracle_fixed_per_seed,0,clayton,0.0,0.9830508474576272,18.677966101694917,0.5034000000000001,0.07015034619301057,0.09410376063156137,0.1014972225524003,0.11060983515244738,0.0239534144385508,0.031346876359389736,0.04045948895943681,0.0239534144385508,0.031346876359389736,0.04045948895943681,0.009112612600047074
oracle_fixed_per_seed,0,clayton,0.1,0.9830508474576272,18.677966101694917,0.5065999999999999,0.07015034619301057,0.10335672543155554,0.09646246986671365,0.10093279149625324,0.03320637923854497,0.026312123673703086,0.030782445303242673,0.03320637923854497,0.026312123673703086,0.030782445303242673,0.0044703216295395864
oracle_fixed_per_seed,0,clayton,0.2,0.9830508474576272,18.677966101694917,0.5,0.07015034619301057,0.10351692585851888,0.09022391769040967,0.09445035142398871,0.03336657966550831,0.020073571497399106,0.02430000523097814,0.03336657966550831,0.020073571497399106,0.02430000523097814,0.0042264337335790325
oracle_fixed_per_seed,0,clayton,0.3,0.9830508474576272,18.677966101694917,0.5062,0.07015034619301057,0.15323094950506805,0.09083140620713849,0.09325313372529383,0.08308060331205748,0.020681060014127922,0.02310278753228326,0.08308060331205748,0.020681060014127922,0.02310278753228326,0.0024217275181553366
oracle_fixed_per_seed,0,clayton,0.4,0.9830508474576272,18.677966101694917,0.514,0.07015034619301057,0.1264365134005686,0.0944582613957988,0.09447956301179433,0.05628616720755804,0.02430791520278823,0.024329216818783764,0.05628616720755804,0.02430791520278823,0.024329216818783764,2.1301615995533707e-05
oracle_fixed_per_seed,0,clayton,0.5,0.9830508474576272,18.677966101694917,0.5145,0.07015034619301057,0.13677625607764132,0.0915257499111246,0.0915519987920428,0.06662590988463075,0.021375403718114028,0.021401652599032234,0.06662590988463075,0.021375403718114028,0.021401652599032234,2.6248880918205986e-05
oracle_fixed_per_seed,0,clayton,0.6,0.9830508474576272,18.677966101694917,0.5166999999999999,0.07015034619301057,0.12810727923606083,0.09179127089564804,0.09140751563053694,0.05795693304305026,0.021640924702637468,0.02125716943752637,0.05795693304305026,0.021640924702637468,0.02125716943752637,-0.00038375526511109925
oracle_fixed_per_seed,0,clayton,0.7,0.9830508474576272,18.677966101694917,0.5105999999999999,0.07015034619301057,0.1452221216183469,0.08695841679806156,0.0866882867915173,0.07507177542533634,0.01680807060505099,0.01653794059850673,0.07507177542533634,0.01680807060505099,0.01653794059850673,-0.00027013000654425856
oracle_fixed_per_seed,0,clayton,0.8,0.9830508474576272,18.677966101694917,0.5133,0.07015034619301057,0.12635999281631177,0.08541573407820546,0.08583012931450129,0.056209646623301204,0.015265387885194895,0.015679783121490723,0.056209646623301204,0.015265387885194895,0.015679783121490723,0.0004143952362958281
oracle_fixed_per_seed,0,frank,0.0,0.9830508474576272,18.677966101694917,0.49950000000000006,0.07015034619301057,0.09835927919571111,0.10202491240973219,0.11030316098268503,0.02820893300270054,0.03187456621672162,0.04015281478967446,0.02820893300270054,0.03187456621672162,0.04015281478967446,0.00827824857295284
oracle_fixed_per_seed,0,frank,0.1,0.9830508474576272,18.677966101694917,0.5067999999999999,0.07015034619301057,0.10275233451221448,0.09802650327283514,0.10417308337618171,0.03260198831920391,0.027876157079824576,0.03402273718317114,0.03260198831920391,0.027876157079824576,0.03402273718317114,0.006146580103346566
oracle_fixed_per_seed,0,frank,0.2,0.9830508474576272,18.677966101694917,0.49760000000000004,0.07015034619301057,0.10361439058583087,0.10165333706223101,0.10611551022551721,0.0334640443928203,0.03150299086922044,0.035965164032506644,0.0334640443928203,0.03150299086922044,0.035965164032506644,0.004462173163286204
oracle_fixed_per_seed,0,frank,0.3,0.9830508474576272,18.677966101694917,0.49850000000000005,0.07015034619301057,0.10574384301641203,0.09657056516121816,0.10321006807414396,0.03559349682340146,0.026420218968207593,0.03305972188113339,0.03559349682340146,0.026420218968207593,0.03305972188113339,0.006639502912925796
oracle_fixed_per_seed,0,frank,0.4,0.9830508474576272,18.677966101694917,0.4929,0.07015034619301057,0.10669275926193819,0.09373775662285644,0.101555704501128,0.03654241306892762,0.02358741042984587,0.03140535830811743,0.03654241306892762,0.02358741042984587,0.03140535830811743,0.007817947878271558
oracle_fixed_per_seed,0,frank,0.5,0.9830508474576272,18.677966101694917,0.49529999999999996,0.07015034619301057,0.11045591580328293,0.09625572899889447,0.10369708204655918,0.04030556961027236,0.026105382805883898,0.033546735853548615,0.04030556961027236,0.026105382805883898,0.033546735853548615,0.007441353047664717
oracle_fixed_per_seed,0,frank,0.6,0.9830508474576272,18.677966101694917,0.4861,0.07015034619301057,0.11032063689932783,0.09851908588848664,0.10400778590193127,0.040170290706317266,0.02836873969547607,0.0338574397089207,0.040170290706317266,0.02836873969547607,0.0338574397089207,0.005488700013444633
oracle_fixed_per_seed,0,frank,0.7,0.9830508474576272,18.677966101694917,0.4857,0.07015034619301057,0.10607805241176071,0.09486079652779728,0.0997787925722176,0.03592770621875015,0.024710450334786707,0.02962844637920703,0.03592770621875015,0.024710450334786707,0.02962844637920703,0.0049179960444203225
oracle_fixed_per_seed,0,frank,0.8,0.9830508474576272,18.677966101694917,0.4806,0.07015034619301057,0.11295727143376826,0.08981491295242379,0.09454350717581594,0.04280692524075769,0.01966456675941322,0.024393160982805376,0.04280692524075769,0.01966456675941322,0.024393160982805376,0.004728594223392155
oracle_fixed_per_seed,1,clayton,0.0,1.1355932203389831,21.576271186440678,0.5011,0.07923602526946576,0.09689128218000573,0.10109903116105932,0.10561036417619953,0.01765525691053997,0.021863005891593568,0.02637433890673377,0.01765525691053997,0.021863005891593568,0.02637433890673377,0.004511333015140201
oracle_fixed_per_seed,1,clayton,0.1,1.1355932203389831,21.576271186440678,0.5067999999999999,0.07923602526946576,0.10922288422989991,0.09552690897061447,0.10006401769679306,0.029986858960434154,0.016290883701148715,0.020827992427327302,0.029986858960434154,0.016290883701148715,0.020827992427327302,0.0045371087261785875
oracle_fixed_per_seed,1,clayton,0.2,1.1355932203389831,21.576271186440678,0.5123,0.07923602526946576,0.11699099158268947,0.09492474825540904,0.09668161799855883,0.03775496631322371,0.015688722985943288,0.017445592729093073,0.03775496631322371,0.015688722985943288,0.017445592729093073,0.001756869743149786
oracle_fixed_per_seed,1,clayton,0.3,1.1610169491525424,22.059322033898304,0.4867,0.07923602526946576,0.11702334786154411,0.09750790849723823,0.09796394028010333,0.03778732259207836,0.01827188322777247,0.018727915010637572,0.03778732259207836,0.01827188322777247,0.018727915010637572,0.0004560317828651017
oracle_fixed_per_seed,1,clayton,0.4,1.1610169491525424,22.059322033898304,0.4821,0.07923602526946576,0.1299216652171496,0.09223613537681957,0.09202225205595693,0.05068563994768384,0.013000110107353816,0.012786226786491175,0.05068563994768384,0.013000110107353816,0.012786226786491175,-0.00021388332086264006
oracle_fixed_per_seed,1,clayton,0.5,1.1610169491525424,22.059322033898304,0.482,0.07923602526946576,0.11359355706384516,0.09637279736374255,0.09566594649067287,0.034357531794379406,0.01713677209427679,0.01642992122120711,0.034357531794379406,0.01713677209427679,0.01642992122120711,-0.000706850873069681
oracle_fixed_per_seed,1,clayton,0.6,1.1355932203389831,21.576271186440678,0.5183,0.07923602526946576,0.12191433371920148,0.09623244034608344,0.09471886160168135,0.04267830844973572,0.016996415076617685,0.015482836332215588,0.04267830844973572,0.016996415076617685,0.015482836332215588,-0.001513578744402097
oracle_fixed_per_seed,1,clayton,0.7,1.1355932203389831,21.576271186440678,0.516,0.07923602526946576,0.12442396794923707,0.0947667417924286,0.09356132670474543,0.04518794267977132,0.01553071652296284,0.014325301435279672,0.04518794267977132,0.01553071652296284,0.014325301435279672,-0.0012054150876831676
oracle_fixed_per_seed,1,clayton,0.8,1.1355932203389831,21.576271186440678,0.5107999999999999,0.07923602526946576,0.12463947513520332,0.093351983990262,0.09157928120987184,0.045403449865737563,0.01411595872079624,0.012343255940406084,0.045403449865737563,0.01411595872079624,0.012343255940406084,-0.0017727027803901563
oracle_fixed_per_seed,1,frank,0.0,1.1355932203389831,21.576271186440678,0.5051,0.07923602526946576,0.10280660458760185,0.09862718045414,0.1057276001893046,0.023570579318136095,0.01939115518467424,0.026491574919838848,0.023570579318136095,0.01939115518467424,0.026491574919838848,0.0071004197351646064
oracle_fixed_per_seed,1,frank,0.1,1.1355932203389831,21.576271186440678,0.5056,0.07923602526946576,0.10528012672679526,0.09730404675692583,0.10212029692428075,0.026044101457329508,0.018068021487460076,0.02288427165481499,0.026044101457329508,0.018068021487460076,0.02288427165481499,0.004816250167354916
oracle_fixed_per_seed,1,frank,0.2,1.1355932203389831,21.576271186440678,0.505,0.07923602526946576,0.10554104328524465,0.09585145650021747,0.10227095919575398,0.02630501801577889,0.01661543123075171,0.02303493392628822,0.02630501801577889,0.01661543123075171,0.02303493392628822,0.006419502695536511
oracle_fixed_per_seed,1,frank,0.3,1.1355932203389831,21.576271186440678,0.49770000000000003,0.07923602526946576,0.1110268287004157,0.10196166359798452,0.10607481991516902,0.03179080343094995,0.02272563832851876,0.026838794645703268,0.03179080343094995,0.02272563832851876,0.026838794645703268,0.004113156317184508
oracle_fixed_per_seed,1,frank,0.4,1.1355932203389831,21.576271186440678,0.5044,0.07923602526946576,0.10348011282769855,0.09985863586898558,0.1040213355985959,0.02424408755823279,0.020622610599519822,0.024785310329130145,0.02424408755823279,0.020622610599519822,0.024785310329130145,0.004162699729610322
oracle_fixed_per_seed,1,frank,0.5,1.1355932203389831,21.576271186440678,0.5033000000000001,0.07923602526946576,0.10791049948971154,0.09847940297228061,0.10511241635626077,0.028674474220245785,0.019243377702814854,0.025876391086795014,0.028674474220245785,0.019243377702814854,0.025876391086795014,0.00663301338398016
oracle_fixed_per_seed,1,frank,0.6,1.1355932203389831,21.576271186440678,0.4941,0.07923602526946576,0.11057821888248459,0.09822021589310878,0.10316419542162632,0.031342193613018834,0.018984190623643024,0.02392817015216056,0.031342193613018834,0.018984190623643024,0.02392817015216056,0.004943979528517536
oracle_fixed_per_seed,1,frank,0.7,1.1355932203389831,21.576271186440678,0.49670000000000003,0.07923602526946576,0.11490780125297216,0.09675972651465588,0.10324168155132209,0.035671775983506404,0.01752370124519012,0.02400565628185633,0.035671775983506404,0.01752370124519012,0.02400565628185633,0.006481955036666209
oracle_fixed_per_seed,1,frank,0.8,1.1355932203389831,21.576271186440678,0.49639999999999995,0.07923602526946576,0.10894881933871642,0.09524043814193633,0.09834367452956859,0.02971279406925066,0.016004412872470578,0.019107649260102832,0.02971279406925066,0.016004412872470578,0.019107649260102832,0.003103236387632255
oracle_fixed_per_seed,2,clayton,0.0,0.5254237288135594,9.983050847457628,0.513,0.07383382475577097,0.098042602849455,0.10283508691305647,0.11159460637195893,0.024208778093684033,0.029001262157285504,0.03776078161618797,0.024208778093684033,0.029001262157285504,0.03776078161618797,0.008759519458902465
oracle_fixed_per_seed,2,clayton,0.1,0.5254237288135594,9.983050847457628,0.5225,0.07383382475577097,0.11177224154998021,0.09863282223967323,0.10550483772808006,0.03793841679420924,0.02479899748390227,0.03167101297230909,0.03793841679420924,0.02479899748390227,0.03167101297230909,0.006872015488406824
oracle_fixed_per_seed,2,clayton,0.2,0.5254237288135594,9.983050847457628,0.5238,0.07383382475577097,0.11597079037955287,0.09189849917227841,0.10055718838421501,0.0421369656237819,0.018064674416507442,0.026723363628444047,0.0421369656237819,0.018064674416507442,0.026723363628444047,0.008658689211936604
oracle_fixed_per_seed,2,clayton,0.3,0.5254237288135594,9.983050847457628,0.5266,0.07383382475577097,0.13695622497131762,0.08995758950456693,0.09260744631404831,0.06312240021554666,0.01612376474879597,0.018773621558277345,0.06312240021554666,0.01612376474879597,0.018773621558277345,0.002649856809481377
oracle_fixed_per_seed,2,clayton,0.4,0.5254237288135594,9.983050847457628,0.5253,0.07383382475577097,0.15642628531502967,0.08895144643240906,0.0911728237382143,0.0825924605592587,0.01511762167663809,0.01733899898244333,0.0825924605592587,0.01511762167663809,0.01733899898244333,0.002221377305805239
oracle_fixed_per_seed,2,clayton,0.5,0.5254237288135594,9.983050847457628,0.5295000000000001,0.07383382475577097,0.17136633077752972,0.08935136434637925,0.08910410566333049,0.09753250602175875,0.015517539590608281,0.015270280907559525,0.09753250602175875,0.015517539590608281,0.015270280907559525,-0.00024725868304875664
oracle_fixed_per_seed,2,clayton,0.6,0.5254237288135594,9.983050847457628,0.5268999999999999,0.07383382475577097,0.12871877485696548,0.08832491169689488,0.0879419970712208,0.05488495010119451,0.014491086941123915,0.014108172315449835,0.05488495010119451,0.014491086941123915,0.014108172315449835,-0.0003829146256740801
oracle_fixed_per_seed,2,clayton,0.7,0.5254237288135594,9.983050847457628,0.529,0.07383382475577097,0.13564446078242218,0.08647807507117679,0.08639111695189614,0.06181063602665121,0.012644250315405822,0.01255729219612517,0.06181063602665121,0.012644250315405822,0.01255729219612517,-8.695811928065289e-05
oracle_fixed_per_seed,2,clayton,0.8,0.5254237288135594,9.983050847457628,0.5134000000000001,0.07383382475577097,0.13012710936295765,0.08442236424788961,0.08475666962228381,0.05629328460718669,0.010588539492118645,0.010922844866512849,0.05629328460718669,0.010588539492118645,0.010922844866512849,0.00033430537439420316
oracle_fixed_per_seed,2,frank,0.0,0.5254237288135594,9.983050847457628,0.512,0.07383382475577097,0.09745150745524486,0.10054498474881328,0.10671728853056904,0.023617682699473896,0.026711159993042313,0.032883463774798075,0.023617682699473896,0.026711159993042313,0.032883463774798075,0.006172303781755761
oracle_fixed_per_seed,2,frank,0.1,0.5254237288135594,9.983050847457628,0.509,0.07383382475577097,0.09838401201431733,0.09909348429659835,0.10670812503272786,0.024550187258546366,0.025259659540827387,0.0328743002769569,0.024550187258546366,0.025259659540827387,0.0328743002769569,0.00761464073612951
oracle_fixed_per_seed,2,frank,0.2,0.5254237288135594,9.983050847457628,0.5102,0.07383382475577097,0.10417017382540991,0.10007880454322858,0.10968146168527686,0.030336349069638946,0.026244979787457615,0.03584763692950589,0.030336349069638946,0.026244979787457615,0.03584763692950589,0.009602657142048276
oracle_fixed_per_seed,2,frank,0.3,0.5254237288135594,9.983050847457628,0.5126,0.07383382475577097,0.1021688013313175,0.10131600714938699,0.10764822913463655,0.02833497657554654,0.027482182393616023,0.033814404378865584,0.02833497657554654,0.027482182393616023,0.033814404378865584,0.0063322219852495615
oracle_fixed_per_seed,2,frank,0.4,0.5254237288135594,9.983050847457628,0.5166,0.07383382475577097,0.09780663053478929,0.10152429104764724,0.11006375660018447,0.023972805779018322,0.02769046629187627,0.036229931844413504,0.023972805779018322,0.02769046629187627,0.036229931844413504,0.008539465552537234
oracle_fixed_per_seed,2,frank,0.5,0.5254237288135594,9.983050847457628,0.512,0.07383382475577097,0.11074434586639871,0.10158748795680904,0.1063406611113185,0.036910521110627745,0.027753663201038073,0.03250683635554753,0.036910521110627745,0.027753663201038073,0.03250683635554753,0.00475317315450946
oracle_fixed_per_seed,2,frank,0.6,0.5254237288135594,9.983050847457628,0.5123,0.07383382475577097,0.12173907075758106,0.09730686002980336,0.10543241441576555,0.04790524600181009,0.023473035274032397,0.03159858965999458,0.04790524600181009,0.023473035274032397,0.03159858965999458,0.008125554385962186
